request_id,department,request_type,created_date,status,closed_date,days_open,council_district,priority
SR-100130,Code Enforcement,Abandoned Vehicle,2026-01-21,Resolved,2026-01-28,7,3,Low
SR-101582,Animal Control,Animal Bite Report,2026-01-21,Closed,2026-01-31,10,3,Low
SR-100334,Parks & Recreation,Trail Erosion,2026-01-21,Closed,2026-01-25,4,3,High
SR-100426,Public Works,Street Light Outage,2026-01-22,Resolved,2026-01-28,6,4,Low
SR-101341,Public Works,Storm Drain Blocked,2026-01-22,Closed,2026-01-26,4,4,Low
SR-100886,Animal Control,Barking Complaint,2026-01-22,Resolved,2026-01-29,7,5,Medium
SR-101367,Planning,Zoning Inquiry,2026-01-22,Resolved,2026-01-22,0,2,High
SR-101992,Planning,Zoning Inquiry,2026-01-22,Closed,2026-02-09,18,2,Low
SR-102128,Public Works,Storm Drain Blocked,2026-01-23,Resolved,2026-02-05,13,4,Low
SR-100005,Public Works,Street Light Outage,2026-01-23,Resolved,2026-02-26,34,2,Low
SR-102010,Code Enforcement,Overgrown Lot,2026-01-23,Closed,2026-01-27,4,5,Low
SR-100619,Water Utilities,Meter Reading Issue,2026-01-23,In Progress,,230,3,Low
SR-101892,Planning,Permit Question,2026-01-23,Closed,2026-01-24,1,1,Low
SR-101518,Planning,Land Use Complaint,2026-01-24,Open,,229,2,Medium
SR-101411,Public Works,Street Light Outage,2026-01-24,Resolved,2026-02-22,29,3,Low
SR-102326,Parks & Recreation,Park Maintenance,2026-01-24,Resolved,2026-01-26,2,4,Low
SR-101816,Public Works,Sidewalk Damage,2026-01-24,Resolved,2026-01-27,3,3,High
SR-101599,Water Utilities,Billing Inquiry,2026-01-24,Open,,229,5,Medium
SR-100913,Public Works,Storm Drain Blocked,2026-01-24,Closed,2026-02-10,17,2,High
SR-101118,Code Enforcement,Noise Complaint,2026-01-24,Resolved,2026-01-28,4,1,Low
SR-102150,Animal Control,Animal Bite Report,2026-01-24,Resolved,2026-02-17,24,5,Medium
SR-101897,Water Utilities,Low Water Pressure,2026-01-24,Closed,2026-01-25,1,2,Low
SR-102240,Water Utilities,Meter Reading Issue,2026-01-25,In Progress,,228,2,Medium
SR-100414,Water Utilities,Water Main Break,2026-01-25,Closed,2026-01-28,3,5,High
SR-100764,Animal Control,Stray Animal,2026-01-26,Closed,2026-01-29,3,1,Low
SR-102262,Code Enforcement,Noise Complaint,2026-01-26,Closed,2026-01-28,2,4,Low
SR-101775,Planning,Sign Violation,2026-01-27,Resolved,2026-01-30,3,2,Low
SR-100108,Water Utilities,Billing Inquiry,2026-01-27,Closed,2026-02-03,7,5,Low
SR-102404,Public Works,Street Light Outage,2026-01-27,Closed,2026-02-01,5,5,Low
SR-100944,Public Works,Street Light Outage,2026-01-28,Open,,225,1,Low
SR-100347,Water Utilities,Billing Inquiry,2026-01-28,Closed,2026-02-15,18,2,Medium
SR-100302,Planning,Zoning Inquiry,2026-01-28,Open,,225,2,Medium
SR-102143,Parks & Recreation,Tree Trimming Request,2026-01-28,Resolved,2026-01-28,0,2,Medium
SR-100042,Planning,Sign Violation,2026-01-28,Resolved,2026-02-11,14,5,Low
SR-101834,Parks & Recreation,Tree Trimming Request,2026-01-28,Closed,2026-02-06,9,5,Low
SR-100892,Code Enforcement,Illegal Dumping,2026-01-29,In Progress,,224,4,Low
SR-102424,Water Utilities,Meter Reading Issue,2026-01-29,Resolved,2026-03-03,33,1,Low
SR-100992,Parks & Recreation,Playground Equipment Damage,2026-01-29,Resolved,2026-02-05,7,5,High
SR-101151,Animal Control,Animal Bite Report,2026-01-30,Resolved,2026-02-03,4,4,High
SR-101027,Water Utilities,Meter Reading Issue,2026-01-31,Closed,2026-01-31,0,1,Low
SR-101016,Planning,Sign Violation,2026-01-31,Closed,2026-02-17,17,2,High
SR-102163,Animal Control,Stray Animal,2026-01-31,Closed,2026-02-21,21,5,Low
SR-101632,Animal Control,Animal Bite Report,2026-01-31,Resolved,2026-02-07,7,2,Medium
SR-100653,Parks & Recreation,Park Maintenance,2026-01-31,Closed,2026-02-04,4,5,Low
SR-102007,Public Works,Sidewalk Damage,2026-01-31,Open,,222,2,Low
SR-102003,Water Utilities,Meter Reading Issue,2026-02-01,Open,,221,5,Low
SR-100063,Water Utilities,Low Water Pressure,2026-02-01,Resolved,2026-02-28,27,4,High
SR-101569,Public Works,Road Debris,2026-02-01,In Progress,,221,2,Medium
SR-101431,Water Utilities,Meter Reading Issue,2026-02-01,Open,,221,2,Medium
SR-100295,Code Enforcement,Noise Complaint,2026-02-01,Closed,2026-02-03,2,4,Low
SR-102030,Public Works,Pothole Repair,2026-02-01,Closed,2026-02-08,7,3,Low
SR-100234,Water Utilities,Low Water Pressure,2026-02-01,Resolved,2026-02-20,19,3,Low
SR-100959,Planning,Permit Question,2026-02-02,Resolved,2026-02-11,9,5,Low
SR-101327,Public Works,Road Debris,2026-02-02,Closed,2026-03-13,39,2,Medium
SR-101464,Planning,Land Use Complaint,2026-02-02,Resolved,2026-02-26,24,1,Low
SR-101324,Public Works,Road Debris,2026-02-02,Resolved,2026-02-03,1,5,Low
SR-101751,Water Utilities,Meter Reading Issue,2026-02-02,In Progress,,220,4,Low
SR-101287,Water Utilities,Meter Reading Issue,2026-02-02,Closed,2026-02-07,5,4,Medium
SR-102219,Water Utilities,Meter Reading Issue,2026-02-03,Closed,2026-03-07,32,5,Low
SR-101904,Planning,Permit Question,2026-02-03,Open,,219,1,Low
SR-102223,Public Works,Storm Drain Blocked,2026-02-03,Closed,2026-02-08,5,4,High
SR-102028,Public Works,Pothole Repair,2026-02-03,Closed,2026-02-17,14,3,Low
SR-101552,Animal Control,Stray Animal,2026-02-03,In Progress,,219,5,High
SR-100979,Code Enforcement,Illegal Dumping,2026-02-03,In Progress,,219,4,Low
SR-102194,Public Works,Sidewalk Damage,2026-02-04,Closed,2026-02-08,4,4,Low
SR-101564,Public Works,Road Debris,2026-02-04,Closed,2026-02-07,3,3,Medium
SR-102365,Water Utilities,Low Water Pressure,2026-02-04,Resolved,2026-02-08,4,5,Low
SR-101764,Water Utilities,Water Main Break,2026-02-04,Resolved,2026-02-20,16,4,High
SR-101329,Water Utilities,Water Main Break,2026-02-04,Resolved,2026-02-07,3,5,Medium
SR-100259,Code Enforcement,Unsafe Structure,2026-02-04,Closed,2026-02-17,13,5,Low
SR-100035,Water Utilities,Billing Inquiry,2026-02-05,Resolved,2026-02-09,4,3,Low
SR-102211,Code Enforcement,Unsafe Structure,2026-02-05,Closed,2026-02-21,16,3,Low
SR-100654,Public Works,Storm Drain Blocked,2026-02-05,Closed,2026-02-26,21,2,Low
SR-100529,Planning,Permit Question,2026-02-05,Resolved,2026-02-08,3,5,Medium
SR-102127,Water Utilities,Water Main Break,2026-02-05,Open,,217,2,Low
SR-101615,Planning,Land Use Complaint,2026-02-05,Resolved,2026-02-06,1,5,Medium
SR-101038,Water Utilities,Billing Inquiry,2026-02-05,Closed,2026-02-05,0,5,High
SR-100854,Code Enforcement,Illegal Dumping,2026-02-06,In Progress,,216,1,High
SR-100807,Code Enforcement,Illegal Dumping,2026-02-06,Resolved,2026-02-10,4,5,High
SR-102442,Parks & Recreation,Park Maintenance,2026-02-07,Closed,2026-02-22,15,4,Medium
SR-102409,Public Works,Sidewalk Damage,2026-02-07,In Progress,,215,2,Low
SR-100455,Planning,Land Use Complaint,2026-02-07,Resolved,2026-02-08,1,2,High
SR-100964,Code Enforcement,Abandoned Vehicle,2026-02-08,Open,,214,5,Low
SR-102390,Public Works,Pothole Repair,2026-02-08,Resolved,2026-02-25,17,4,Medium
SR-102057,Water Utilities,Low Water Pressure,2026-02-08,In Progress,,214,3,High
SR-101960,Code Enforcement,Abandoned Vehicle,2026-02-08,Open,,214,4,Low
SR-101056,Planning,Permit Question,2026-02-08,Open,,214,1,Medium
SR-101990,Parks & Recreation,Trail Erosion,2026-02-09,Closed,2026-02-13,4,2,Medium
SR-102444,Public Works,Road Debris,2026-02-09,Closed,2026-02-10,1,5,Low
SR-101394,Public Works,Sidewalk Damage,2026-02-09,Open,,213,1,Low
SR-102244,Public Works,Road Debris,2026-02-10,Resolved,2026-02-10,0,1,Low
SR-100264,Code Enforcement,Abandoned Vehicle,2026-02-10,Closed,2026-02-18,8,5,Low
SR-100016,Code Enforcement,Noise Complaint,2026-02-11,Resolved,2026-02-22,11,5,Low
SR-100127,Animal Control,Animal Bite Report,2026-02-11,In Progress,,211,2,Medium
SR-100893,Planning,Land Use Complaint,2026-02-11,Open,,211,4,Low
SR-100348,Water Utilities,Billing Inquiry,2026-02-11,Resolved,2026-02-13,2,4,Low
SR-101906,Public Works,Sidewalk Damage,2026-02-11,In Progress,,211,2,Medium
SR-102138,Public Works,Road Debris,2026-02-12,Resolved,2026-02-22,10,4,Low
SR-101195,Parks & Recreation,Playground Equipment Damage,2026-02-12,Resolved,2026-03-06,22,5,Low
SR-101525,Planning,Permit Question,2026-02-12,Resolved,2026-03-02,18,2,Low
SR-100286,Parks & Recreation,Tree Trimming Request,2026-02-12,Open,,210,4,Medium
SR-100043,Planning,Permit Question,2026-02-12,Resolved,2026-03-13,29,1,Medium
SR-101711,Animal Control,Barking Complaint,2026-02-13,Resolved,2026-02-26,13,1,Low
SR-102490,Code Enforcement,Illegal Dumping,2026-02-13,Closed,2026-02-27,14,2,Medium
SR-100074,Planning,Zoning Inquiry,2026-02-13,In Progress,,209,2,Low
SR-100818,Water Utilities,Billing Inquiry,2026-02-13,Resolved,2026-02-13,0,1,Low
SR-102303,Water Utilities,Water Main Break,2026-02-14,Resolved,2026-03-21,35,2,High
SR-101370,Public Works,Storm Drain Blocked,2026-02-14,Open,,208,5,Low
SR-101856,Public Works,Storm Drain Blocked,2026-02-14,Resolved,2026-02-17,3,4,High
SR-100120,Water Utilities,Water Main Break,2026-02-15,Open,,207,2,Medium
SR-100463,Water Utilities,Meter Reading Issue,2026-02-15,Open,,207,3,High
SR-101188,Public Works,Pothole Repair,2026-02-16,Closed,2026-02-17,1,5,Medium
SR-101846,Public Works,Pothole Repair,2026-02-16,Closed,2026-02-22,6,2,Low
SR-100187,Code Enforcement,Illegal Dumping,2026-02-16,Closed,2026-02-28,12,5,Medium
SR-101471,Parks & Recreation,Park Maintenance,2026-02-16,Closed,2026-02-24,8,4,Low
SR-101698,Public Works,Road Debris,2026-02-16,Open,,206,4,Low
SR-101311,Animal Control,Wildlife Concern,2026-02-16,Open,,206,4,Low
SR-101158,Public Works,Storm Drain Blocked,2026-02-17,Closed,2026-03-29,40,1,Low
SR-100489,Code Enforcement,Illegal Dumping,2026-02-18,Resolved,2026-03-03,13,1,Low
SR-100404,Public Works,Storm Drain Blocked,2026-02-18,Resolved,2026-02-18,0,3,Medium
SR-100672,Animal Control,Wildlife Concern,2026-02-18,Closed,2026-03-23,33,1,Low
SR-102195,Parks & Recreation,Tree Trimming Request,2026-02-18,Resolved,2026-02-23,5,4,Low
SR-100508,Water Utilities,Billing Inquiry,2026-02-18,Resolved,2026-02-24,6,5,Low
SR-102134,Animal Control,Barking Complaint,2026-02-18,Resolved,2026-03-07,17,2,Medium
SR-101539,Code Enforcement,Illegal Dumping,2026-02-18,Resolved,2026-02-28,10,5,Low
SR-101320,Public Works,Sidewalk Damage,2026-02-19,Resolved,2026-03-09,18,3,Low
SR-101973,Animal Control,Stray Animal,2026-02-19,Open,,203,1,Medium
SR-100738,Water Utilities,Water Main Break,2026-02-19,Resolved,2026-02-20,1,4,Low
SR-101052,Water Utilities,Billing Inquiry,2026-02-19,Open,,203,3,Low
SR-101219,Code Enforcement,Illegal Dumping,2026-02-19,In Progress,,203,1,Low
SR-101060,Planning,Permit Question,2026-02-20,Closed,2026-03-01,9,3,Low
SR-101274,Public Works,Sidewalk Damage,2026-02-20,Resolved,2026-03-11,19,4,Medium
SR-102380,Water Utilities,Water Main Break,2026-02-20,Closed,2026-02-24,4,1,Medium
SR-102198,Animal Control,Stray Animal,2026-02-20,Closed,2026-02-27,7,4,High
SR-101588,Animal Control,Animal Bite Report,2026-02-20,Closed,2026-02-27,7,1,Medium
SR-101196,Public Works,Sidewalk Damage,2026-02-21,Closed,2026-03-15,22,4,Medium
SR-102217,Water Utilities,Meter Reading Issue,2026-02-21,Closed,2026-03-22,29,1,Medium
SR-102367,Public Works,Street Light Outage,2026-02-21,Open,,201,4,Low
SR-101114,Water Utilities,Meter Reading Issue,2026-02-21,Open,,201,1,Low
SR-101186,Water Utilities,Billing Inquiry,2026-02-21,Resolved,2026-02-25,4,1,Medium
SR-100059,Water Utilities,Low Water Pressure,2026-02-22,Resolved,2026-02-25,3,2,Medium
SR-102403,Public Works,Pothole Repair,2026-02-22,In Progress,,200,1,Low
SR-101758,Code Enforcement,Noise Complaint,2026-02-23,Resolved,2026-02-27,4,1,Low
SR-100250,Code Enforcement,Noise Complaint,2026-02-23,Resolved,2026-03-06,11,2,Low
SR-100610,Parks & Recreation,Tree Trimming Request,2026-02-23,Resolved,2026-02-23,0,4,Medium
SR-102299,Water Utilities,Billing Inquiry,2026-02-23,Resolved,2026-02-23,0,4,Low
SR-101397,Code Enforcement,Noise Complaint,2026-02-23,Open,,199,2,High
SR-101597,Code Enforcement,Noise Complaint,2026-02-23,Resolved,2026-02-23,0,1,Medium
SR-100830,Code Enforcement,Unsafe Structure,2026-02-24,Closed,2026-03-12,16,2,High
SR-100214,Code Enforcement,Illegal Dumping,2026-02-24,Resolved,2026-02-24,0,4,High
SR-102183,Water Utilities,Billing Inquiry,2026-02-25,Closed,2026-03-10,13,2,Low
SR-100429,Planning,Zoning Inquiry,2026-02-25,Open,,197,5,Low
SR-100933,Code Enforcement,Overgrown Lot,2026-02-26,Closed,2026-03-02,4,2,Low
SR-101646,Public Works,Street Light Outage,2026-02-26,Closed,2026-03-10,12,3,High
SR-101053,Water Utilities,Low Water Pressure,2026-02-26,Closed,2026-03-11,13,2,Low
SR-101831,Water Utilities,Meter Reading Issue,2026-02-27,Closed,2026-03-09,10,2,Low
SR-102293,Code Enforcement,Illegal Dumping,2026-02-27,Closed,2026-02-27,0,1,Low
SR-101385,Water Utilities,Low Water Pressure,2026-02-28,Resolved,2026-03-12,12,2,Medium
SR-101312,Animal Control,Wildlife Concern,2026-02-28,Open,,194,5,Low
SR-102459,Planning,Zoning Inquiry,2026-03-01,Open,,193,2,Medium
SR-100934,Water Utilities,Billing Inquiry,2026-03-01,In Progress,,193,5,Low
SR-102246,Water Utilities,Low Water Pressure,2026-03-01,Resolved,2026-03-09,8,3,Low
SR-100321,Code Enforcement,Noise Complaint,2026-03-02,Closed,2026-03-23,21,1,Low
SR-101495,Public Works,Sidewalk Damage,2026-03-02,Closed,2026-03-04,2,1,Low
SR-100604,Public Works,Street Light Outage,2026-03-02,Closed,2026-03-22,20,3,Low
SR-100696,Parks & Recreation,Playground Equipment Damage,2026-03-03,Closed,2026-03-03,0,3,Medium
SR-101982,Water Utilities,Billing Inquiry,2026-03-03,Open,,191,5,Medium
SR-100773,Water Utilities,Meter Reading Issue,2026-03-03,In Progress,,191,1,Low
SR-102202,Code Enforcement,Abandoned Vehicle,2026-03-03,Closed,2026-03-19,16,2,High
SR-102377,Water Utilities,Water Main Break,2026-03-03,In Progress,,191,1,Low
SR-101638,Public Works,Sidewalk Damage,2026-03-04,Resolved,2026-03-04,0,4,High
SR-100702,Public Works,Road Debris,2026-03-04,Resolved,2026-03-12,8,3,High
SR-101757,Public Works,Storm Drain Blocked,2026-03-04,Open,,190,4,Low
SR-101678,Animal Control,Animal Bite Report,2026-03-05,Resolved,2026-05-14,70,5,High
SR-100613,Public Works,Storm Drain Blocked,2026-03-05,Resolved,2026-03-07,2,2,Medium
SR-100135,Code Enforcement,Overgrown Lot,2026-03-05,Closed,2026-03-10,5,3,Low
SR-101257,Water Utilities,Low Water Pressure,2026-03-05,Resolved,2026-03-06,1,1,Low
SR-101153,Public Works,Road Debris,2026-03-07,Open,,187,2,Low
SR-102243,Planning,Zoning Inquiry,2026-03-07,Closed,2026-03-12,5,2,Low
SR-101126,Water Utilities,Low Water Pressure,2026-03-07,Closed,2026-03-10,3,4,Low
SR-100053,Public Works,Street Light Outage,2026-03-08,Resolved,2026-03-27,19,5,Low
SR-101460,Code Enforcement,Abandoned Vehicle,2026-03-08,Open,,186,1,Low
SR-100363,Public Works,Sidewalk Damage,2026-03-08,In Progress,,186,5,Medium
SR-102082,Public Works,Pothole Repair,2026-03-08,Resolved,2026-03-23,15,4,Medium
SR-100938,Animal Control,Animal Bite Report,2026-03-08,Closed,2026-03-19,11,2,High
SR-101614,Code Enforcement,Noise Complaint,2026-03-08,Closed,2026-03-08,0,5,Low
SR-101964,Water Utilities,Meter Reading Issue,2026-03-08,Closed,2026-03-11,3,3,Low
SR-100914,Animal Control,Animal Bite Report,2026-03-09,Open,,185,1,Low
SR-100542,Public Works,Street Light Outage,2026-03-09,Open,,185,3,Low
SR-101156,Water Utilities,Water Main Break,2026-03-09,Closed,2026-04-09,31,1,Low
SR-100970,Public Works,Sidewalk Damage,2026-03-09,Resolved,2026-03-27,18,3,Low
SR-100908,Public Works,Street Light Outage,2026-03-10,Resolved,2026-03-11,1,2,Medium
SR-101416,Water Utilities,Meter Reading Issue,2026-03-10,Resolved,2026-03-21,11,5,Medium
SR-100550,Water Utilities,Low Water Pressure,2026-03-10,Closed,2026-03-10,0,3,Medium
SR-100825,Code Enforcement,Noise Complaint,2026-03-10,In Progress,,184,4,Low
SR-101914,Animal Control,Animal Bite Report,2026-03-11,Closed,2026-03-18,7,4,Low
SR-101665,Water Utilities,Water Main Break,2026-03-11,Resolved,2026-03-14,3,5,Low
SR-102189,Public Works,Storm Drain Blocked,2026-03-11,Closed,2026-03-13,2,2,Low
SR-100709,Water Utilities,Meter Reading Issue,2026-03-11,Closed,2026-03-16,5,4,Medium
SR-100785,Code Enforcement,Abandoned Vehicle,2026-03-12,Resolved,2026-03-21,9,2,Low
SR-100129,Water Utilities,Low Water Pressure,2026-03-12,Resolved,2026-03-30,18,3,Low
SR-102346,Public Works,Sidewalk Damage,2026-03-12,Closed,2026-04-04,23,3,Medium
SR-102080,Planning,Permit Question,2026-03-13,Closed,2026-03-30,17,2,Medium
SR-100184,Public Works,Sidewalk Damage,2026-03-13,In Progress,,181,4,Medium
SR-101323,Public Works,Sidewalk Damage,2026-03-13,Closed,2026-03-14,1,4,High
SR-100084,Public Works,Storm Drain Blocked,2026-03-13,Closed,2026-03-23,10,2,Medium
SR-100552,Public Works,Road Debris,2026-03-14,Resolved,2026-03-24,10,3,Low
SR-100670,Planning,Sign Violation,2026-03-14,Closed,2026-03-23,9,2,Medium
SR-101234,Water Utilities,Low Water Pressure,2026-03-14,In Progress,,180,5,Low
SR-100602,Code Enforcement,Noise Complaint,2026-03-14,Closed,2026-03-20,6,2,Low
SR-101940,Animal Control,Wildlife Concern,2026-03-14,Open,,180,4,Medium
SR-101716,Water Utilities,Low Water Pressure,2026-03-15,Closed,2026-03-25,10,5,Medium
SR-100716,Planning,Zoning Inquiry,2026-03-15,Resolved,2026-03-20,5,5,Medium
SR-100665,Animal Control,Barking Complaint,2026-03-15,Resolved,2026-03-18,3,3,High
SR-100906,Public Works,Pothole Repair,2026-03-15,Resolved,2026-03-16,1,1,Low
SR-100564,Planning,Zoning Inquiry,2026-03-15,Resolved,2026-03-15,0,1,Low
SR-100747,Code Enforcement,Illegal Dumping,2026-03-15,Closed,2026-03-31,16,1,Medium
SR-101260,Public Works,Pothole Repair,2026-03-15,Resolved,2026-03-16,1,5,Low
SR-100568,Water Utilities,Low Water Pressure,2026-03-15,Resolved,2026-03-29,14,5,High
SR-101005,Water Utilities,Water Main Break,2026-03-16,Closed,2026-03-26,10,3,Low
SR-101612,Water Utilities,Low Water Pressure,2026-03-16,Resolved,2026-03-16,0,5,Low
SR-102252,Planning,Permit Question,2026-03-16,Closed,2026-03-16,0,4,Low
SR-101976,Animal Control,Barking Complaint,2026-03-16,Closed,2026-03-28,12,2,Low
SR-101344,Code Enforcement,Overgrown Lot,2026-03-16,Resolved,2026-03-17,1,3,Medium
SR-100916,Planning,Permit Question,2026-03-17,Closed,2026-03-18,1,3,Medium
SR-101371,Water Utilities,Meter Reading Issue,2026-03-17,Resolved,2026-05-07,51,4,Medium
SR-100076,Code Enforcement,Unsafe Structure,2026-03-17,Resolved,2026-03-25,8,1,Medium
SR-100435,Public Works,Street Light Outage,2026-03-17,Closed,2026-03-28,11,5,Low
SR-102061,Planning,Permit Question,2026-03-17,Resolved,2026-03-18,1,3,High
SR-102473,Water Utilities,Low Water Pressure,2026-03-17,In Progress,,177,4,Low
SR-101100,Code Enforcement,Noise Complaint,2026-03-18,Resolved,2026-03-28,10,5,Medium
SR-100147,Water Utilities,Meter Reading Issue,2026-03-18,Closed,2026-04-14,27,5,Low
SR-101149,Parks & Recreation,Park Maintenance,2026-03-18,Closed,2026-04-03,16,4,Medium
SR-102123,Public Works,Road Debris,2026-03-18,Open,,176,2,High
SR-100803,Code Enforcement,Overgrown Lot,2026-03-19,Closed,2026-04-06,18,4,Medium
SR-101486,Planning,Sign Violation,2026-03-19,Closed,2026-04-10,22,2,Low
SR-102284,Water Utilities,Billing Inquiry,2026-03-19,Open,,175,1,Medium
SR-100139,Code Enforcement,Abandoned Vehicle,2026-03-19,Resolved,2026-03-27,8,1,Medium
SR-102415,Planning,Zoning Inquiry,2026-03-19,Resolved,2026-03-21,2,5,Low
SR-102162,Public Works,Pothole Repair,2026-03-19,Closed,2026-03-28,9,3,High
SR-101024,Water Utilities,Billing Inquiry,2026-03-19,Closed,2026-03-22,3,2,Low
SR-102342,Code Enforcement,Unsafe Structure,2026-03-19,Closed,2026-03-25,6,5,Medium
SR-101993,Animal Control,Animal Bite Report,2026-03-19,Open,,175,3,Medium
SR-101912,Water Utilities,Water Main Break,2026-03-20,Open,,174,2,Low
SR-101445,Planning,Zoning Inquiry,2026-03-20,Resolved,2026-03-23,3,4,Low
SR-102001,Public Works,Pothole Repair,2026-03-20,Closed,2026-04-04,15,4,Medium
SR-101000,Planning,Zoning Inquiry,2026-03-20,Resolved,2026-03-22,2,2,Medium
SR-102197,Planning,Zoning Inquiry,2026-03-20,Closed,2026-03-29,9,1,Medium
SR-100772,Planning,Land Use Complaint,2026-03-20,Closed,2026-03-20,0,1,High
SR-100046,Planning,Land Use Complaint,2026-03-20,Closed,2026-03-24,4,4,Low
SR-102075,Code Enforcement,Overgrown Lot,2026-03-20,In Progress,,174,2,Low
SR-100323,Animal Control,Wildlife Concern,2026-03-21,In Progress,,173,4,Low
SR-100499,Water Utilities,Water Main Break,2026-03-21,Resolved,2026-04-14,24,2,Low
SR-100962,Public Works,Street Light Outage,2026-03-21,Resolved,2026-03-28,7,3,Medium
SR-101734,Public Works,Storm Drain Blocked,2026-03-21,In Progress,,173,3,Low
SR-101232,Parks & Recreation,Playground Equipment Damage,2026-03-21,Resolved,2026-04-01,11,5,Low
SR-100071,Planning,Land Use Complaint,2026-03-21,Closed,2026-03-26,5,2,High
